// General information: 
//  MT Manager version: 2019.2.0 
//  XDA version: 2019.2.0 build 3853 rev 94535 built on 2019-09-09
// Device information: 
//  DeviceId: 00B4778F
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	VelInc_X	VelInc_Y	VelInc_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3	Roll	Pitch	Yaw
25600		9.217939	0.385114	3.407970	-0.154694	0.141747	0.020367	0.020719	0.025079	0.034372	-0.817627	-0.263916	-0.731689	0.092183	0.003863	0.034069	0.796050	0.144979	-0.555861	0.190539	3.197649	-70.090811	24.678598
25601		9.187765	0.377939	3.358549	-0.118533	0.155747	-0.024970	0.021996	0.029506	0.028325	-0.817383	-0.267822	-0.737793	0.091882	0.003789	0.033572	0.796085	0.144968	-0.555751	0.190719	3.167486	-70.076210	24.723609
25602		9.195804	0.342687	3.359318	-0.098883	0.128007	-0.017837	0.014981	0.028362	0.027485	-0.820068	-0.261719	-0.740967	0.091962	0.003437	0.033580	0.796123	0.144932	-0.555653	0.190875	3.134713	-70.062227	24.767192
25603		9.179923	0.283095	3.364474	-0.078884	0.073193	-0.032133	0.011221	0.028464	0.020412	-0.812744	-0.268555	-0.736816	0.091804	0.002838	0.033632	0.796170	0.144901	-0.555552	0.190992	3.111049	-70.047960	24.798729
25604		9.167813	0.295574	3.383348	-0.102681	0.076303	-0.036858	0.009925	0.023406	0.020070	-0.819092	-0.271484	-0.745361	0.091682	0.002963	0.033823	0.796206	0.144869	-0.555473	0.191099	3.087549	-70.036494	24.829173
25605		9.121632	0.264482	3.379581	-0.098131	0.045802	-0.082119	0.007752	0.024359	0.017089	-0.808350	-0.262939	-0.744141	0.091220	0.002651	0.033785	0.796248	0.144837	-0.555390	0.191191	3.067548	-70.024464	24.854704
25606		9.142419	0.268676	3.391930	-0.102503	0.048575	-0.058287	0.018892	0.020728	0.014352	-0.811768	-0.265625	-0.736572	0.091428	0.002690	0.033910	0.796276	0.144859	-0.555307	0.191298	3.058602	-70.014223	24.875057
25607		9.097689	0.290533	3.416382	-0.145710	0.052021	-0.091572	0.017110	0.018905	0.019901	-0.812012	-0.261475	-0.744141	0.090980	0.002911	0.034155	0.796293	0.144861	-0.555239	0.191422	3.040040	-70.005395	24.904765
25608		9.134762	0.319124	3.382431	-0.118479	0.099303	-0.067809	0.017108	0.018904	0.019905	-0.811768	-0.263916	-0.738281	0.091351	0.003197	0.033816	0.796312	0.144862	-0.555170	0.191545	3.021374	-69.996421	24.934275
25609		9.107847	0.274405	3.403100	-0.122189	0.047931	-0.086844	0.019962	0.016313	0.013760	-0.804199	-0.267334	-0.737793	0.091081	0.002747	0.034024	0.796326	0.144895	-0.555104	0.191651	3.014351	-69.988886	24.953446
25610		9.104908	0.254732	3.419197	-0.126222	0.023633	-0.084447	0.019860	0.014882	0.008981	-0.807617	-0.263428	-0.748779	0.091052	0.002548	0.034185	0.796341	0.144942	-0.555040	0.191736	3.014973	-69.981868	24.964328
25611		9.081592	0.197365	3.381505	-0.074266	-0.013740	-0.120261	0.018281	0.013399	-0.001518	-0.811523	-0.269775	-0.740723	0.090818	0.001970	0.033809	0.796363	0.145014	-0.554977	0.191774	3.031228	-69.975539	24.957699
25612		9.111483	0.170258	3.391306	-0.058889	-0.038382	-0.089307	0.019171	0.013992	-0.007490	-0.814209	-0.270752	-0.737305	0.091117	0.001696	0.033907	0.796393	0.145104	-0.554905	0.191790	3.057372	-69.968451	24.940818
